_class_name,_created_at,_object_id,_updated_at,airportLocation,airportName,iata,icao
Airport,2013-04-02T15:08:42.614Z,oWlQN8sN2R,2013-04-02T15:08:42.614Z,"Monclova, Coahuila",Venustiano Carranza International Airport,LOV,MMMV
Airport,2013-04-02T15:08:42.629Z,AtpohuTwle,2013-04-02T15:08:42.629Z,"Mexico City, Distrito Federal",Lic. Benito Jurez International Airport,MEX,MMMX
Airport,2013-04-02T15:08:42.645Z,GxSI4x3Hcf,2013-04-02T15:08:42.645Z,"Monterrey, Nuevo Len",General Mariano Escobedo International Airport,MTY,MMMY
Airport,2013-04-02T15:08:42.659Z,Q0a19Uzru7,2013-04-02T15:08:42.659Z,"Mazatln, Sinaloa",General Rafael Buelna International Airport,MZT,MMMZ
Airport,2013-04-02T15:08:42.674Z,7kZ5XuCD8c,2013-04-02T15:08:42.674Z,"Nuevo Laredo, Tamaulipas",Quetzalcatl International Airport,NLD,MMNL
Airport,2013-04-02T15:08:42.689Z,AgzyHiV4Kg,2013-04-02T15:08:42.689Z,"Oaxaca, Oaxaca",Xoxocotln International Airport,OAX,MMOX
Airport,2013-04-02T15:08:42.706Z,axNb2Z8Btw,2013-04-02T15:08:42.706Z,"Poza Rica, Veracruz",El Tajn National Airport,PAZ,MMPA
Airport,2013-04-02T15:08:42.721Z,aGeDniY8Xh,2013-04-02T15:08:42.721Z,"Puebla, Puebla",Hermanos Serdn International Airport,PBC,MMPB
Airport,2013-04-02T15:08:42.736Z,IObEylLQk5,2013-04-02T15:08:42.736Z,Puerto Peasco Sonora,Mar de Cortez International Airport,PPE,MMPE
Airport,2013-04-02T15:08:42.751Z,3GJKqbO4yW,2013-04-02T15:08:42.751Z,"Piedras Negras, Coahuila",Piedras Negras International Airport,PDS,MMPG
Airport,2013-04-02T15:08:42.766Z,A7q9BmKkxE,2013-04-02T15:08:42.766Z,"Uruapan, Michoacn",Lic. y Gen. Ignacio Lpez Rayn Airport,UPN,MMPN
Airport,2013-04-02T15:08:42.780Z,BgtHFlv6Ja,2013-04-02T15:08:42.780Z,"Puerto Vallarta, Jalisco",Lic. Gustavo Daz Ordaz International Airport,PVR,MMPR
Airport,2013-04-02T15:08:42.795Z,Yko5AMQ3Xx,2013-04-02T15:08:42.795Z,"Puerto Escondido, Oaxaca",Puerto Escondido International Airport,PXM,MMPS
Airport,2013-04-02T15:08:42.812Z,docUBhjDkj,2013-04-02T15:08:42.812Z,"Quertaro, Quertaro",Ing. Fernando Espinoza Gutirrez International Airport,QRO,MMQT
Airport,2013-04-02T15:08:42.827Z,6mSB2xmYmf,2013-04-02T15:08:42.827Z,"Reynosa, Tamaulipas",General Lucio Blanco International Airport,REX,MMRX
Airport,2013-04-02T15:08:42.842Z,4DrA1V8gRH,2013-04-02T15:08:42.842Z,Chiapas,San Cristbal de las Casas National Airport (Aeropuerto Nacional de San Cristbal de las Casas),SZT,MMSC
Airport,2013-04-02T15:08:42.857Z,2GVDUR0hJ1,2013-04-02T15:08:42.857Z,"Los Cabos, Baja California Sur",Los Cabos International Airport,SJD,MMSD
Airport,2013-04-02T15:08:42.872Z,z92Dy6jiPZ,2013-04-02T15:08:42.872Z,"San Felipe, Baja California",San Felipe International Airport,SFH,MMSF
Airport,2013-04-02T15:08:42.886Z,ZWvU9wGyJE,2013-04-02T15:08:42.886Z,"Cabo San Lucas, Baja California Sur",Cabo San Lucas International Airport,CSL,MMSL
Airport,2013-04-02T15:08:42.901Z,ztu0dUkHkH,2013-04-02T15:08:42.901Z,"San Luis Potos, San Luis Potos",Ponciano Arriaga International Airport,SLP,MMSP
Airport,2013-04-02T15:08:42.919Z,vY7pU713a5,2013-04-02T15:08:42.919Z,"Torren, Coahuila",Francisco Sarabia International Airport a.k.a. Torren International Airport,TRC,MMTC
Airport,2013-04-02T15:08:42.934Z,CqQOdYgb0h,2013-04-02T15:08:42.934Z,"Tuxtla Gutirrez, Chiapas",Francisco Sarabia National Airport a.k.a. Angel Albino Corzo Airport,TGZ,MMTG
Airport,2013-04-02T15:08:42.949Z,Fr4L4TBKbS,2013-04-02T15:08:42.949Z,"Tijuana, Baja California",General Abelardo L. Rodrguez International Airport,TIJ,MMTJ
Airport,2013-04-02T15:08:42.964Z,sbpzsrLTwT,2013-04-02T15:08:42.964Z,"Tampico, Tamaulipas",General Francisco Javier Mina International Airport,TAM,MMTM
Airport,2013-04-02T15:08:42.979Z,G96NXqz2Qt,2013-04-02T15:08:42.979Z,"Tamun, San Luis Potos",Tamun National Airport,TSL,MMTN
Airport,2013-04-02T15:08:42.993Z,JKe4Q6NLgj,2013-04-02T15:08:42.993Z,"Toluca, Estado de Mxico",Lic. Adolfo Lpez Mateos International Airport,TLC,MMTO
Airport,2013-04-02T15:08:43.047Z,FAK74A5pVA,2013-04-02T15:08:43.047Z,"Tapachula, Chiapas",Tapachula International Airport,TAP,MMTP
Airport,2013-04-02T15:08:43.063Z,Tzi3Y9zWHC,2013-04-02T15:08:43.063Z,"Cancn, Quintana Roo",Cancn International Airport,CUN,MMUN
Airport,2013-04-02T15:08:43.078Z,aZsAIbrK3Y,2013-04-02T15:08:43.078Z,"Villahermosa, Tabasco",Carlos Rovirosa Prez International Airport,VSA,MMVA
Airport,2013-04-02T15:08:43.092Z,S6XQZLm6wL,2013-04-02T15:08:43.092Z,"Veracruz, Veracruz",General Heriberto Jara International Airport,VER,MMVR
Airport,2013-04-02T15:08:43.107Z,tTAwOfXSI2,2013-04-02T15:08:43.107Z,"Zacatecas, Zacatecas",General Leobardo C. Ruiz International Airport a.k.a. La Calera Airport,ZCL,MMZC
Airport,2013-04-02T15:08:43.122Z,Cc8QlfRTeX,2013-04-02T15:08:43.122Z,"IxtapaZihuatanejo, Guerrero",Ixtapa-Zihuatanejo International Airport,ZIH,MMZH
Airport,2013-04-02T15:08:43.137Z,NDK9g3hTLA,2013-04-02T15:08:43.137Z,"Manzanillo, Colima",Playa de Oro International Airport,ZLO,MMZO
Airport,2013-04-02T15:08:43.152Z,MaVf7HpucB,2013-04-02T15:08:43.152Z,"Alamikamba, RAAN (Zelaya)",Alamikamba Airport,,MNAL
Airport,2013-04-02T15:08:43.167Z,eJMj2JtExG,2013-04-02T15:08:43.167Z,"Altmira, Boaco",Altmira Airport,,MNAM
Airport,2013-04-02T15:08:43.182Z,aBAc7FrFi6,2013-04-02T15:08:43.182Z,"Boaco, Boaco",Boaco Airport,,MNBC
Airport,2013-04-02T15:08:43.196Z,RoFM7uQfUZ,2013-04-02T15:08:43.196Z,"Bluefields, RAAS (Zelaya)",Bluefields Airport,BEF,MNBL
Airport,2013-04-02T15:08:43.211Z,JirrkIHzzz,2013-04-02T15:08:43.211Z,"Los Brasiles, Managua",Los Brasiles Airport,,MNBR
Airport,2013-04-02T15:08:43.226Z,s9mat9AjvW,2013-04-02T15:08:43.226Z,"Bonanza, RAAN (Zelaya)",Bonanza Airport (San Pedro),BZA,MNBZ
Airport,2013-04-02T15:08:43.328Z,9fDpzZGcQK,2013-04-02T15:08:43.328Z,"Chinandega, Chinandega",Chinandega Airport,,MNCH
Airport,2013-04-02T15:08:43.343Z,mIityLZQWd,2013-04-02T15:08:43.343Z,"Corn Island, RAAS (Zelaya)",Corn Island Airport,RNI,MNCI
Airport,2013-04-02T15:08:43.358Z,mjdh1dhzsP,2013-04-02T15:08:43.358Z,"Corinto, Chinandega",Corinto Airport,,MNCT
Airport,2013-04-02T15:08:43.373Z,CVx3QQ0dYl,2013-04-02T15:08:43.373Z,"Dos Montes, Len",Dos Montes Airport,,MNDM
Airport,2013-04-02T15:08:43.388Z,HQ1yVyywBH,2013-04-02T15:08:43.388Z,"La Esperanza, RAAS (Zelaya)",La Esperanza Airport,,MNEP
Airport,2013-04-02T15:08:43.403Z,EY8HkKPcMe,2013-04-02T15:08:43.403Z,"Estel, Estel",Estel Airport,,MNES
Airport,2013-04-02T15:08:43.417Z,AbrasuOa6R,2013-04-02T15:08:43.417Z,"Punta Huete, Managua",Punta Huete Airport (Panchito),,MNFC
Airport,2013-04-02T15:08:43.432Z,yZ7FcIrm27,2013-04-02T15:08:43.432Z,"El Bluff, RAAS (Zelaya)",El Bluff Airport,,MNFF
Airport,2013-04-02T15:08:43.466Z,pVIHGUWuho,2013-04-02T15:08:43.466Z,"Fertimar, Chontales",Fertimar Airport,,MNFM
Airport,2013-04-02T15:08:43.481Z,FeWY4vn0Dx,2013-04-02T15:08:43.481Z,"Hato Grande, Chontales",Hato Grande Airport,,MNHG
Airport,2013-04-02T15:08:43.495Z,rt8TVqhriZ,2013-04-02T15:08:43.495Z,"Jinotega, Jinotega",Jinotega Airport,,MNJG
Airport,2013-04-02T15:08:43.623Z,qqCY6Aw22m,2013-04-02T15:08:43.623Z,"Juigalpa, Chontales",Juigalpa Airport,,MNJU
Airport,2013-04-02T15:08:43.647Z,LcEICZTKJh,2013-04-02T15:08:43.647Z,"Karawala, RAAS (Zelaya)",Karawala Airport,,MNKW
Airport,2013-04-02T15:08:43.663Z,2JPolRUY9p,2013-04-02T15:08:43.663Z,"Las Lajas, Granada",Las Lajas Airport,,MNLL
Airport,2013-04-02T15:08:43.678Z,gRUv0Q9Hfs,2013-04-02T15:08:43.678Z,"Len, Len",Len Airport (Fanor Urroz),,MNLN
Airport,2013-04-02T15:08:43.693Z,MnfjWEPVSp,2013-04-02T15:08:43.693Z,"La Paloma, Rivas",La Paloma Airport,,MNLP
Airport,2013-04-02T15:08:43.708Z,v8pPHafPf1,2013-04-02T15:08:43.708Z,"Macantaca (Makantaca), RAAN (Zelaya)",Macantaca Airport,,MNMA
Airport,2013-04-02T15:08:43.723Z,LT1f8jWC6h,2013-04-02T15:08:43.723Z,"Managua, Managua",Managua International Airport (Augusto Cesar Sandino Intl),MGA,MNMG
Airport,2013-04-02T15:08:43.738Z,PAMMpcMds8,2013-04-02T15:08:43.738Z,"Montelimar, Managua",Montelimar Airport,,MNMR
Airport,2013-04-02T15:08:43.753Z,alnVj8kS8s,2013-04-02T15:08:43.753Z,"Nueva Guinea, RAAS (Zelaya)",Nueva Guinea Airport,NVG,MNNG
Airport,2013-04-02T15:08:43.768Z,oLI7x9Jb8g,2013-04-02T15:08:43.768Z,"Puerto Cabezas, RAAN (Zelaya)",Puerto Cabezas Airport,PUZ,MNPC
Airport,2013-04-02T15:08:44.157Z,R4IB191OKc,2013-04-02T15:08:44.157Z,"El Papalonal, Len",El Papalonal Airport,,MNPP
Airport,2013-04-02T15:08:44.172Z,gjhp9JUBds,2013-04-02T15:08:44.172Z,"Palo Ralo, Ro San Juan",Palo Ralo Airport,,MNPR
Airport,2013-04-02T15:08:44.187Z,JXbGQEc75b,2013-04-02T15:08:44.187Z,"Rivas, Rivas",Rivas Airport,,MNRS
Airport,2013-04-02T15:08:44.202Z,rRcBixlZlv,2013-04-02T15:08:44.202Z,"Rosita, RAAN (Zelaya)",Rosita Airport,,MNRT
Airport,2013-04-02T15:08:44.248Z,z4ZvZEKeKY,2013-04-02T15:08:44.248Z,"San Carlos, Ro San Juan",San Carlos Airport,,MNSC
Airport,2013-04-02T15:08:44.263Z,GNKNFD4Hg3,2013-04-02T15:08:44.263Z,"Siuna, RAAN (Zelaya)",Siuna Airport,SIU,MNSI
Airport,2013-04-02T15:08:44.325Z,P4rS2THets,2013-04-02T15:08:44.325Z,"Waspam, RAAN (Zelaya)",Waspam Airport,WSP,MNWP
Airport,2013-04-02T15:08:44.340Z,rWi6kewNmy,2013-04-02T15:08:44.340Z,Bocas del Toro,Bocas del Toro Isla Coln International Airport,BOC,MPBO
Airport,2013-04-02T15:08:44.355Z,CtRMX4peVa,2013-04-02T15:08:44.355Z,"Chitr, Herrera",Alonso Valderrama Airport,CTD,MPCE
Airport,2013-04-02T15:08:44.369Z,G1xcnuT7NH,2013-04-02T15:08:44.369Z,Changuinola,Captain Manuel Nio International Airport,CHX,MPCH
Airport,2013-04-02T15:08:44.384Z,Kq8K4ZmUVQ,2013-04-02T15:08:44.384Z,David,Enrique Malek International Airport,DAV,MPDA
Airport,2013-04-02T15:08:44.399Z,S97Tk7eIrV,2013-04-02T15:08:44.399Z,Coln,Enrique Adolfo Jimnez Airport,ONX,MPEJ
Airport,2013-04-02T15:08:44.415Z,rmojo028KC,2013-04-02T15:08:44.415Z,Fuerte Sherman,Fort Sherman,,MPFS
Airport,2013-04-02T15:08:44.429Z,dAg35NZaZf,2013-04-02T15:08:44.429Z,Balboa See MPPA.,Howard Air Force Base (renamed),BLB,MPHO
Airport,2013-04-02T15:08:44.444Z,aAQmrvCeeX,2013-04-02T15:08:44.444Z,Jaque,Jaque Airport,JQE,MPJE
Airport,2013-04-02T15:08:44.459Z,fMqh7WtiiL,2013-04-02T15:08:44.459Z,La Palma,Captain Ramon Xatruch Airport,PLP,MPLP
Airport,2013-04-02T15:08:44.474Z,6qWmyM5gX9,2013-04-02T15:08:44.474Z,Panama City,Albrook Marcos A. Gelabert International Airport,PAC,MPMG
Airport,2013-04-02T15:08:44.489Z,mvuf3Ec2pW,2013-04-02T15:08:44.489Z,Los Santos,Augusto Vergara Airport,,MPNU
Airport,2013-04-02T15:08:44.504Z,TKnhjmJvA8,2013-04-02T15:08:44.504Z,Puerto Obaldia,Puerto Obaldia Airport,PUE,MPOA
Airport,2013-04-02T15:08:44.519Z,KErA3kGLQn,2013-04-02T15:08:44.519Z,Balboa,"Panama Pacifico, former Howard Air Force Base",BLB,MPPA
Airport,2013-04-02T15:08:44.533Z,OfJwAOY9hW,2013-04-02T15:08:44.533Z,Rio Hato,Captain Scarlet Martinez Airport,,MPRH
Airport,2013-04-02T15:08:44.548Z,OJDoRVnfWe,2013-04-02T15:08:44.548Z,Santiago,Ruben Cantu Airport,SYP,MPSA
Airport,2013-04-02T15:08:44.563Z,WoSBmATUbp,2013-04-02T15:08:44.563Z,Panama City,Tocumen International Airport,PTY,MPTO
Airport,2013-04-02T15:08:44.578Z,WJO47pGF9i,2013-04-02T15:08:44.578Z,El Porvenir,El Porvenir Airport,PVE,MPVR
Airport,2013-04-02T15:08:44.593Z,AzruWpIEHU,2013-04-02T15:08:44.593Z,Wannukandi,San Blas Airport,NBL,MPWN
Airport,2013-04-02T15:08:44.608Z,TA7rEzlwXE,2013-04-02T15:08:44.608Z,La Fortuna,La Fortuna Airport,FON,MRAN
Airport,2013-04-02T15:08:44.623Z,xfY8Phv6R9,2013-04-02T15:08:44.623Z,Tortuguero,Tortuguero Airport,TTQ,MRAO
Airport,2013-04-02T15:08:44.642Z,ASdRqUv7tY,2013-04-02T15:08:44.642Z,Buenos Aires,Buenos Aires Airport,BAI,MRBA
Airport,2013-04-02T15:08:44.657Z,6E0icKhpF8,2013-04-02T15:08:44.657Z,Barra del Colorado,Barra del Colorado Airport,BCL,MRBC
Airport,2013-04-02T15:08:44.672Z,1eFjnXeVl1,2013-04-02T15:08:44.672Z,Caas,Codela Airport,CSC,MRCA
Airport,2013-04-02T15:08:44.687Z,DsdpAGhmJR,2013-04-02T15:08:44.687Z,Coto 47,Coto 47 Airport,OTR,MRCC
Airport,2013-04-02T15:08:44.701Z,K8TUy5E4vE,2013-04-02T15:08:44.701Z,Chacarita,Chacarita Airport,,MRCH
Airport,2013-04-02T15:08:44.716Z,k6vAmrYL7T,2013-04-02T15:08:44.716Z,Carrillo[disambiguation needed],Carrillo Airport,RIK,MRCR
Airport,2013-04-02T15:08:44.731Z,cOd4bs9kSh,2013-04-02T15:08:44.731Z,Cabo Velas,Cabo Velas Airport,,MRCV
Airport,2013-04-02T15:08:44.752Z,g3N2bV9P2j,2013-04-02T15:08:44.752Z,Drake Bay,Drake Bay Airport,DRK,MRDK
Airport,2013-04-02T15:08:44.767Z,QXtHzcKzpk,2013-04-02T15:08:44.767Z,Dieciocho,Dieciocho Airport (military),,MRDO
Airport,2013-04-02T15:08:44.781Z,UMjSUBFTcw,2013-04-02T15:08:44.781Z,El Carmen de Siquirres,El Carmen de Siquirres Airport,,MREC
Airport,2013-04-02T15:08:44.796Z,d7FxX5vUVE,2013-04-02T15:08:44.796Z,Nuevo Palmar Sur,Nuevo Palmar Sur Airport,,MRFI
Airport,2013-04-02T15:08:44.811Z,PcXX1dSqnZ,2013-04-02T15:08:44.811Z,Flamingo,Flamingo Airport (Costa Rica),FMG,MRFL
Airport,2013-04-02T15:08:44.826Z,kjIfr58umZ,2013-04-02T15:08:44.826Z,Finca 63,Finca 63 Airport,,MRFS
Airport,2013-04-02T15:08:44.841Z,jCfocHymFG,2013-04-02T15:08:44.841Z,Golfito,Golfito Airport,GLF,MRGF
Airport,2013-04-02T15:08:44.856Z,czfnWdOVX5,2013-04-02T15:08:44.856Z,Gupiles,Gupiles Airport,GPL,MRGP
Airport,2013-04-02T15:08:44.871Z,4dvkmUjvm5,2013-04-02T15:08:44.871Z,Punta Islita,Punta Islita Airport,PBP,MRIA
Airport,2013-04-02T15:08:44.886Z,maJygaNmmf,2013-04-02T15:08:44.886Z,Liberia,Daniel Oduber International Airport,LIR,MRLB
Airport,2013-04-02T15:08:44.901Z,gWF4p6cm6j,2013-04-02T15:08:44.901Z,Los Chiles,Los Chiles Airport,LSL,MRLC
Airport,2013-04-02T15:08:44.916Z,weoS6PFQSX,2013-04-02T15:08:44.916Z,Laurel,Laurel Airport,,MRLE
Airport,2013-04-02T15:08:44.931Z,tNpH4C06pr,2013-04-02T15:08:44.931Z,La Flor,La Flor Airport,,MRLF
Airport,2013-04-02T15:08:44.946Z,oFgp98BglD,2013-04-02T15:08:44.946Z,Limn,Limn International Airport,LIO,MRLM
Airport,2013-04-02T15:08:44.963Z,vCmRjrQDu8,2013-04-02T15:08:44.963Z,Las Piedras,Las Piedras Airport,LSP,MRLP
Airport,2013-04-02T15:08:44.979Z,nxn32EmqH8,2013-04-02T15:08:44.979Z,Las Trancas,Las Trancas Airport,,MRLT
Airport,2013-04-02T15:08:44.994Z,MybdkfVGX5,2013-04-02T15:08:44.994Z,Nicoya Guanacaste,Nicoya Guanacaste Airport,NCT,MRNC
Airport,2013-04-02T15:08:45.009Z,47K0Rlq4y5,2013-04-02T15:08:45.009Z,Nosara,Nosara Airport,NOB,MRNS
Airport,2013-04-02T15:08:45.024Z,Iz5K8syE4t,2013-04-02T15:08:45.024Z,San Jos,Juan Santamara International Airport,SJO,MROC
Airport,2013-04-02T15:08:45.039Z,cATgtnqq4d,2013-04-02T15:08:45.039Z,Palo Arco,Palo Arco Airport,,MRPA
Airport,2013-04-02T15:08:45.054Z,wWpY4jBGuN,2013-04-02T15:08:45.054Z,Pandora,Pandora Airport,,MRPD
Airport,2013-04-02T15:08:45.101Z,pyCifu9AHI,2013-04-02T15:08:45.101Z,Puerto Jimenez,Puerto Jimenez Airport,PJM,MRPJ
Airport,2013-04-02T15:08:45.116Z,1yhJSaXIZo,2013-04-02T15:08:45.116Z,Palmar Sur,Palmar Sur Airport,PMZ,MRPM
Airport,2013-04-02T15:08:45.131Z,bvLTzN6Vrk,2013-04-02T15:08:45.131Z,San Jos,Tobas Bolaos International Airport,SYQ,MRPV
Airport,2013-04-02T15:08:45.146Z,1mE1KmAqnY,2013-04-02T15:08:45.146Z,Quepos,La Managua Airport,XQP,MRQP
Airport,2013-04-02T15:08:45.161Z,WIbj3DC6uA,2013-04-02T15:08:45.161Z,Rio Frio O Progreso,Rio Frio O Progreso Airport,RFR,MRRF
Airport,2013-04-02T15:08:45.176Z,zgi7FPveK2,2013-04-02T15:08:45.176Z,San Alberto,San Alberto Airport,,MRSA
Airport,2013-04-02T15:08:45.192Z,NWCVqia4J2,2013-04-02T15:08:45.192Z,Santa Clara de Guapiles,Santa Clara de Guapiles Airport,,MRSG
Airport,2013-04-02T15:08:45.208Z,hX0bV684dt,2013-04-02T15:08:45.208Z,Salama,Salama Airport,,MRSL
Airport,2013-04-02T15:08:45.224Z,jRwicRMb5g,2013-04-02T15:08:45.224Z,Santa Maria de Guacimo,Santa Maria de Guacimo Airport,,MRSO
Airport,2013-04-02T15:08:45.239Z,6Qehw3BYeM,2013-04-02T15:08:45.239Z,San Vito de Java,San Vito de Java Airport,TOO,MRSV
Airport,2013-04-02T15:08:45.254Z,Z7aAmzRlfB,2013-04-02T15:08:45.254Z,Tamarindo,Tamarindo Airport,TNO,MRTM
Airport,2013-04-02T15:08:45.269Z,wkn2fQdoaC,2013-04-02T15:08:45.269Z,Tambor,Tambor Airport,TMU,MRTR
Airport,2013-04-02T15:08:45.284Z,SryjJjrJeZ,2013-04-02T15:08:45.284Z,Upala,Upala Airport,UPL,MRUP
Airport,2013-04-02T15:08:45.299Z,1IM6KpdEDK,2013-04-02T15:08:45.299Z,Barrillas,Barrillas Airport,,MSBS
Airport,2013-04-02T15:08:45.315Z,ZBdiYWr9Rj,2013-04-02T15:08:45.315Z,La Cabana,La Cabana Airport,,MSCB
Airport,2013-04-02T15:08:45.331Z,HdPKX7Fu9O,2013-04-02T15:08:45.331Z,Ceiba Doblada,Ceiba Doblada Airport,,MSCD
Airport,2013-04-02T15:08:45.345Z,Tk3Zcsw074,2013-04-02T15:08:45.345Z,La Chepona,La Chepona Airport,,MSCH
Airport,2013-04-02T15:08:45.360Z,Lk5v3Jg9HJ,2013-04-02T15:08:45.360Z,Corral De Mulas,Corral De Mulas Airport,,MSCM
Airport,2013-04-02T15:08:45.375Z,RwozpIHj7Z,2013-04-02T15:08:45.375Z,Cumichin,Cumichin Airport,,MSCN
Airport,2013-04-02T15:08:45.390Z,vBAa5FdUgI,2013-04-02T15:08:45.390Z,La Carrera,La Carrera Airport,,MSCR
Airport,2013-04-02T15:08:45.405Z,mYOZ4Qbyph,2013-04-02T15:08:45.405Z,Las Cachas,Las Cachas Airport,,MSCS
Airport,2013-04-02T15:08:45.420Z,sclR8FTQzL,2013-04-02T15:08:45.420Z,El Jocotillo,El Jocotillo Airport,,MSEJ
Airport,2013-04-02T15:08:45.435Z,ggdSxUmscD,2013-04-02T15:08:45.435Z,Entre Rios,Entre Rios Airport,,MSER
Airport,2013-04-02T15:08:45.450Z,Sbw6Frcm9K,2013-04-02T15:08:45.450Z,Espiritu Santo,Espiritu Santo Airport,,MSES
Airport,2013-04-02T15:08:45.465Z,OkNmPYK8Rk,2013-04-02T15:08:45.465Z,El Tamarindo,El Tamarindo Airport,,MSET
Airport,2013-04-02T15:08:45.480Z,ZMY3EWec1n,2013-04-02T15:08:45.480Z,Los Comandos (San Francisco Gotera),Los Comandos Airport,,MSLD
Airport,2013-04-02T15:08:45.495Z,yjXtM4KeRG,2013-04-02T15:08:45.495Z,San Salvador,El Salvador International Airport,SAL,MSLP
Airport,2013-04-02T15:08:45.510Z,4s6B2s4bhY,2013-04-02T15:08:45.510Z,El Papalon,El Papalon Airport,,MSPP
Airport,2013-04-02T15:08:45.525Z,r6MFNDDD2a,2013-04-02T15:08:45.525Z,El Platanar,El Platanar Airport,,MSPT
Airport,2013-04-02T15:08:45.540Z,Jfj4hI8QZO,2013-04-02T15:08:45.540Z,El Ronco,El Ronco Airport,,MSRC
Airport,2013-04-02T15:08:45.555Z,Ke3Q9yrlTr,2013-04-02T15:08:45.555Z,Santa Ana,El Palmer Airport,,MSSA
Airport,2013-04-02T15:08:45.570Z,iTDeqdkGMX,2013-04-02T15:08:45.570Z,Santa Clara,Santa Clara Airport,,MSSC
Airport,2013-04-02T15:08:45.585Z,zBiAzqeadQ,2013-04-02T15:08:45.585Z,Punta San Juan,Punta San Juan Airport,,MSSJ
Airport,2013-04-02T15:08:45.600Z,95W7NSMBgf,2013-04-02T15:08:45.600Z,San Miguel,San Miguel Airport (El Papalon),,MSSM
Airport,2013-04-02T15:08:45.615Z,qBztrEq9M6,2013-04-02T15:08:45.615Z,San Salvador,Ilopango International Airport,,MSSS
Airport,2013-04-02T15:08:45.632Z,O02TvgSHvV,2013-04-02T15:08:45.632Z,El Zapote,El Zapote Airport,,MSZT
Airport,2013-04-02T15:08:45.648Z,7mxDLplvpA,2013-04-02T15:08:45.648Z,Les Cayes,Les Cayes Airport,CYA,MTCA
Airport,2013-04-02T15:08:45.984Z,3C6EN91swV,2013-04-02T15:08:45.984Z,Cap-Hatien,Cap-Hatien International Airport,CAP,MTCH
Airport,2013-04-02T15:08:46.008Z,Ha3AldXKzt,2013-04-02T15:08:46.008Z,Jacmel,Jacmel Airport,JAK,MTJA
Airport,2013-04-02T15:08:46.023Z,v5X59bOSQF,2013-04-02T15:08:46.023Z,Jrmie,Jrmie Airport,JEE,MTJE
Airport,2013-04-02T15:08:46.038Z,90PiLipgCW,2013-04-02T15:08:46.038Z,Port-au-Prince,Port-au-Prince International Airport (Toussaint Louverture Int'l),PAP,MTPP
Airport,2013-04-02T15:08:46.053Z,irDffMPjrU,2013-04-02T15:08:46.053Z,Port-de-Paix,Port-de-Paix Airport,PAX,MTPX
Airport,2013-04-02T15:08:46.068Z,uMF6VvmcFc,2013-04-02T15:08:46.068Z,"Baracoa, Guantnamo",Gustavo Rizo Airport,BCA,MUBA
Airport,2013-04-02T15:08:46.084Z,6Bn4ErKsq9,2013-04-02T15:08:46.084Z,"Cayo Santa Maria, Villa Clara",Las Brujas Airport,,MUBR
Airport,2013-04-02T15:08:46.099Z,QspHSdnxOf,2013-04-02T15:08:46.099Z,"Bayamo, Granma",Carlos Manuel de Cspedes Airport,BYM,MUBY
Airport,2013-04-02T15:08:46.114Z,3Wk86zxxPp,2013-04-02T15:08:46.114Z,"Ciego de vila, Ciego de vila",Mximo Gmez Airport,AVI,MUCA
Airport,2013-04-02T15:08:46.129Z,dW6L9KgOrk,2013-04-02T15:08:46.129Z,"Caibarin, Villa Clara",Caibarin Airport,,MUCB
Airport,2013-04-02T15:08:46.144Z,C5URxDar3i,2013-04-02T15:08:46.144Z,"Cayo Coco, Ciego de vila",Jardines del Rey Airport,CCC,MUCC
Airport,2013-04-02T15:08:46.159Z,DK3wAZ4jgx,2013-04-02T15:08:46.159Z,"Cienfuegos, Cienfuegos",Jaime Gonzlez Airport,CFG,MUCF
Airport,2013-04-02T15:08:46.174Z,haqRiegGLK,2013-04-02T15:08:46.174Z,"Cayo Largo del Sur, Isla de la Juventud",Vilo Acua Airport (Juan Vitalio Acua Airport),CYO,MUCL
Airport,2013-04-02T15:08:46.189Z,8SN3eYpqQx,2013-04-02T15:08:46.189Z,"Camagey, Camagey",Ignacio Agramonte International Airport,CMW,MUCM
Airport,2013-04-02T15:08:46.204Z,TyZz4a5eCG,2013-04-02T15:08:46.204Z,"Santiago de Cuba, Santiago de Cuba",Antonio Maceo Airport,SCU,MUCU
Airport,2013-04-02T15:08:46.219Z,AuEiZk54Ab,2013-04-02T15:08:46.219Z,"Florida, Camagey",Florida Airport,,MUFL
Airport,2013-04-02T15:08:46.233Z,a725hAzviM,2013-04-02T15:08:46.233Z,"Guantnamo Bay, Guantnamo",Leeward Point Field (Naval Station Guantanamo Bay),NBW,MUGM
Airport,2013-04-02T15:08:46.248Z,KmVlJwO45l,2013-04-02T15:08:46.248Z,"Guantnamo, Guantnamo",Mariana Grajales Airport,GAO,MUGT
Airport,2013-04-02T15:08:46.337Z,Od7cOwDQ7K,2013-04-02T15:08:46.337Z,"Guardalavaca, Holgun",Guardalavaca Airport,,MUGV
Airport,2013-04-02T15:08:46.374Z,jc0OEXMdSZ,2013-04-02T15:08:46.374Z,"Havana, Havana (La Habana)",Jos Mart International Airport,HAV,MUHA
Airport,2013-04-02T15:08:46.389Z,vwfeJ55XOE,2013-04-02T15:08:46.389Z,"Holgun, Holgun",Frank Pas Airport,HOG,MUHG
Airport,2013-04-02T15:08:46.405Z,3QHXqdIH6G,2013-04-02T15:08:46.405Z,"Kawama, Matanzas",Kawama Airport,,MUKW
